,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n
3588,4526,4526,97ba433f-579a-40b9-aba2-8e967e7bec75,Bac de salage,Bac de salage marque ELECTROLUX modèle PNC 39109801 référence 304490 // Comptoir Grillade,correct,ovens,E.10.90.02.32,LEVALLOIS-PERRET,2022-12-29,150.0,150.0,0.0,"['/upload/material/images/b0922b39-295b-499d-b2aa-b3658b0b2cbf.jpg', '/upload/material/images/95e2bf99-1e7c-46f4-9c87-c735e714fbaf.jpg']",used,0.0,141.5,1.0,1.0,2023-03-26,FR,1.0,87.0,,,,,"{'score': 0.0006131863337941468, 'start': 0, 'end': 13, 'answer': 'Bac de salage'}",,,,,,,,,,,,,,,,,,,,Bac de salage,,,
3589,4527,4527,97bd740c-ba55-4981-bd22-47a81f7e0364,Main courante seule,Main courante seule en Acier inoxydable finition peinture,damaged,handrail,C.20.10.90.3a,LEVALLOIS-PERRET,2022-12-29,38.0,38.0,0.0,"['/upload/material/images/69e28f68-9fb0-46d2-add6-355aeda08236.jpeg', '/upload/material/images/a3740f36-2955-4dbb-a3e2-7d63bd3b8370.jpeg', '/upload/material/images/c3eb42c6-9126-4008-a390-74cbdd5c61f6.jpeg']",used,9.16,2.1,144.0,144.0,2023-09-24,FR,2.0,269.0,,,,,"{'score': 0.010418707504868507, 'start': 0, 'end': 57, 'answer': 'Main courante seule en Acier inoxydable finition peinture'}",,,,,,,,,,,,,,,,,,,,Main courante seule, Acier inoxydable,,
3590,4528,4528,9815998a-3836-4827-befc-eb5d1f96fdac,Ascenseur,Ascenseurs.,correct,elevators,D.10.10.02.2,PARIS-13E-ARRONDISSEMENT,2023-01-17,4500.0,4500.0,0.0,['/upload/material/images/e860ac96-14bf-40b5-8de7-ab39bfa49f75.jpeg'],used,13307.34,500.0,2.0,2.0,2023-04-11,FR,1.0,84.0,,,,,"{'score': 0.0033721469808369875, 'start': 0, 'end': 11, 'answer': 'Ascenseurs.'}",,,,,,,,,,,,,,,,,,,,Ascenseurs.,,,
3591,4529,4529,98acc779-d8be-44c0-a32f-7c4b668b7d31,Tableau blanc,Tableau blanc . Dimensions 224 x 108cm,correct,notice_board_chalk_board,C.10.30.03.2,RUNGIS,2023-01-04,40.0,40.0,0.0,['/upload/material/images/443955da-3da6-413b-a4a3-4a7b7c387e36.jpeg'],used,0.0,19.35,6.0,6.0,2023-09-24,FR,2.0,263.0,,,,,"{'score': 0.00021464223391376436, 'start': 0, 'end': 13, 'answer': 'Tableau blanc'}",,,,,,,,,,,,,,,,,,,,Tableau blanc,Tableau blanc, 224 x 108cm,
3592,4530,4530,99cec558-1472-4b6c-a180-6642dd65e5d0,Spot sur rail,Spot LED sur rail,correct,lighting_general_equipment,D.50.20.02.14,LEVALLOIS-PERRET,2022-12-20,50.0,50.0,0.0,"['/upload/material/images/9a386417-fd49-4de1-a280-3844e61495cf.jpeg', '/upload/material/images/3a9e0534-b6e6-491b-acb5-139a7fea1300.jpeg']",used,0.0,0.27,53.0,53.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 0.06043393537402153, 'start': 0, 'end': 17, 'answer': 'Spot LED sur rail'}",,,,,,,,,,,,,,,,,,,,Spot LED sur rail,,,
3593,4531,4531,9a7348b7-b2c3-4215-b859-2e9f18141161,Radiateur à eau,"Radiateur Quinn Quattro à eau en acier. Etat neuf.
22 900H 900L",new,electronically_heat,D.30.50.02.2a,GRIGNY,2023-01-17,98.22,98.22,0.0,['https://diag-it.fr/files/MaterialImage/fce60ffa-7e69-4b4d-b9e4-def749912da8.jpeg'],new,181.05,31.2,1.0,1.0,2023-09-24,FR,2.0,250.0,,, neuf.,,"{'score': 0.06405212730169296, 'start': 44, 'end': 50, 'answer': ' neuf.'}",,,,,,,,,,,,,,,,,,,,, acier.,"
22 900H 900L",
3594,4532,4532,9aa1e19d-0085-46aa-998d-2c10d6e323c0,Dalle de plafond suspendu,"Dalle pour système de plafond suspendu, blanc mat. Minéral. ARMSTRONG ALERIA",verygood,gypsum_wallboard_ceiling_finishes,C.30.30.01.1f,PARIS-12E-ARRONDISSEMENT,2023-01-02,5.0,5.0,0.0,['/upload/material/images/d36c6e1d-dbaf-4399-931a-54e072c3f071.jpeg'],used,12.71,18.4,112.0,112.0,2023-03-26,FR,1.0,83.0,,,,,"{'score': 0.0026780455373227596, 'start': 39, 'end': 76, 'answer': ' blanc mat. Minéral. ARMSTRONG ALERIA'}",,,,,,,,,,,,,,,,,,,,Dalle, Minéral.,,
3595,4533,4533,9c36dcfc-316b-4ac1-b997-d88dff7b89f3,Chemin de câble type cablofil,Chemin de câble type cablofil,correct,cable_path,D.50.10.07.a,PARIS-13E-ARRONDISSEMENT,2023-01-17,6.0,6.0,0.0,['/upload/material/images/f438b068-21b6-4ca3-b3f2-9929a67fc92a.jpeg'],used,10.22,1.55,256.0,256.0,2023-04-11,FR,1.0,84.0,,,,,"{'score': 0.02128976210951805, 'start': 0, 'end': 29, 'answer': 'Chemin de câble type cablofil'}",,,,,,,,,,,,,,,,,,,,Chemin de câble, cablofil,,
3596,4534,4534,9c3ba9a2-cef2-4eef-9dbb-566d9b4785b6,Radiateur à eau,"Radiateur Finimetal à eau en acier. Etat neuf.
11 750L 800L",new,electronically_heat,D.30.50.02.2a,GRIGNY,2023-01-17,44.79,44.79,0.0,['https://diag-it.fr/files/MaterialImage/89ee11c4-72ff-499b-81c4-9135629fa785.jpeg'],new,181.05,31.2,1.0,1.0,2023-09-24,FR,2.0,250.0,,, neuf.,,"{'score': 0.01876884512603283, 'start': 40, 'end': 46, 'answer': ' neuf.'}",,,,,,,,,,,,,,,,,,,,, acier.,,
3597,4535,4535,9c6df79c-ce42-4351-835d-be89cda33254,Porte pleine extérieure,Porte d'entrée simple manuelle en Bois - Aluminium  finition Peint.,correct,solid_exterior_door,B.20.30.01.1c,CHASSELAY,2022-12-16,60.0,60.0,0.0,['/upload/material/images/a5d13c5f-7652-47e7-8af8-1522d867800d.jpeg'],used,0.0,0.0,16.0,16.0,2023-03-26,FR,1.0,100.0,,,,,"{'score': 0.0007792680989950895, 'start': 0, 'end': 50, 'answer': ""Porte d'entrée simple manuelle en Bois - Aluminium""}",,,,,,,,,,,,,,,,,,,,, Aluminium,,
3598,4536,4536,9d1f1658-0461-452a-98ea-db34f2f20f66,Spot encastré,Spot encastré Fluo compacte,correct,lighting_general_equipment,D.50.20.02.13,LEVALLOIS-PERRET,2022-12-20,15.0,15.0,0.0,"['/upload/material/images/55e42cba-e71c-480f-bb58-079d3348877c.jpeg', '/upload/material/images/0a2faaa1-5380-48b0-bf24-23e21877b7f3.jpeg', '/upload/material/images/2b7e005a-5bc0-41d0-9f8e-a39d193b3080.jpeg']",used,11.51,0.12,38.0,38.0,2023-04-11,FR,1.0,112.0,,,,,"{'score': 0.00022119532513897866, 'start': 0, 'end': 27, 'answer': 'Spot encastré Fluo compacte'}",,,,,,,,,,,,,,,,,,,,Spot encastré, Fluo compacte,,
3599,4537,4537,9d786a10-4ff8-41e8-8a9e-c18c0fb9becb,Armoire électrique,"Divers armoire électrique RDC, taille de la plus grande renseignée . Armoire électrique en Métal",correct,interior_distribution_transformeur,D.50.10.03.1a,CHEVILLY-LARUE,2022-12-16,100.0,100.0,0.0,['/upload/material/images/011985ea-e3a5-4514-b4d6-78cde6d4cce9.jpeg'],used,33.68,24.0,1.0,1.0,2023-03-26,FR,1.0,100.0,,,,,"{'score': 8.815988257993013e-05, 'start': 6, 'end': 30, 'answer': ' armoire électrique RDC,'}",,,,,,,,,,,,,,,,,,,,, Métal,,
3600,4538,4538,9d8f8a6c-f54a-4880-86a3-179d34131d84,Armoire,Armoire haute en bois aggloméré mélaminé finition blanc satiné. Porte double en facade et huit étagères de rangement amovibles réparties en deux compartiments.,correct,desc,E.20.20.10.1c,RUNGIS,2023-01-04,105.0,105.0,0.0,['/upload/material/images/86d19713-0b3f-45f3-836c-c5da7b167fa9.jpeg'],used,510.19,145.0,1.0,1.0,2023-09-24,FR,2.0,263.0,,,,,"{'score': 0.0011264418717473745, 'start': 0, 'end': 13, 'answer': 'Armoire haute'}",,,,,,,,,,,,,,,,,,,,Armoire haute, bois aggloméré mélaminé,,
3601,4539,4539,9da0cdc6-cd32-468b-8a19-425bee1d3d6d,Armoire électrique,Armoire électrique en Métal,correct,interior_distribution_transformeur,D.50.10.03.1a,LEVALLOIS-PERRET,2022-12-20,100.0,100.0,0.0,['/upload/material/images/215a00aa-a623-4d81-816b-e7f2862b08a0.jpeg'],used,33.68,24.0,1.0,1.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 0.060241904109716415, 'start': 0, 'end': 27, 'answer': 'Armoire électrique en Métal'}",,,,,,,,,,,,,,,,,,,,, Métal,,
3602,4540,4540,9da6116c-8c41-4583-adf2-4626e30f0253,Porte vitrée double automatique,Porte vitrée double automatique en Cadre Aluminium. Largeur de passage 130cm,correct,glass_doors,B.20.30.02.6b,LEVALLOIS-PERRET,2022-12-20,300.0,300.0,0.0,['/upload/material/images/d8a10e6f-f919-4a5c-ac3a-949514b9002d.jpeg'],used,0.0,131.6,1.0,1.0,2023-04-11,FR,1.0,112.0,,,,,"{'score': 0.009523186832666397, 'start': 0, 'end': 51, 'answer': 'Porte vitrée double automatique en Cadre Aluminium.'}",,,,,,,,,,,,,,,,,,,,, Aluminium.,,
3603,4541,4541,9e1c92bf-973b-4e97-9bda-849b38b64308,Ballon de stockage collectif,Ballon de stockage collectif de marque Charot 2000.000000,correct,hot_water_supply,D.30.10.04.3,LEVALLOIS-PERRET,2022-12-20,160.0,160.0,0.0,"['/upload/material/images/0dd33dfa-6d3f-4995-b2fb-d2da86dee502.jpeg', '/upload/material/images/a2a62667-a583-459c-8cbd-2e211d659545.jpeg', '/upload/material/images/943e27ad-1617-414b-be9d-4d4737050cb8.jpeg']",used,8080.52,38.0,2.0,2.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 0.03491857275366783, 'start': 45, 'end': 57, 'answer': ' 2000.000000'}",,,,,,,,,,,,,,,,,,,,Ballon de stockage collectif,,,
3604,4542,4542,9e677127-9587-4e19-bb1c-9b8cb3c4bbec,Dalles de faux plafond,"Dalle pour système de plafond suspendu, blanc mat. Minéral. ARMSTRONG ALERIA",verygood,gypsum_wallboard_ceiling_finishes,C.30.30.01.1g,PARIS-12E-ARRONDISSEMENT,2023-01-02,5.0,5.0,0.0,['/upload/material/images/a7154af0-cb52-4173-947b-23117f9c36c6.jpeg'],used,4.49,2.2,230.0,230.0,2023-09-24,FR,2.0,265.0,,,,,"{'score': 0.0026780455373227596, 'start': 39, 'end': 76, 'answer': ' blanc mat. Minéral. ARMSTRONG ALERIA'}",,,,,,,,,,,,,,,,,,,,Dalle, Minéral.,,
3605,4543,4543,9e707590-7592-463e-b45e-c1ab07f30263,Caisson,"Caisson en bois aggloméré finition mélaminé blanc satiné, disposant d'un compartiment ouvert en partie supérieure et d'un tiroir manuel en partie basse. Poignée aluminium.",correct,storage_unit,E.20.20.05.1a,RUNGIS,2023-01-04,15.0,15.0,0.0,['/upload/material/images/5c0282ff-74e0-4d92-9347-2e2ab7fcc7d2.jpeg'],used,0.0,26.0,6.0,6.0,2023-09-24,FR,2.0,263.0,,,,,"{'score': 8.024583621590864e-06, 'start': 25, 'end': 57, 'answer': ' finition mélaminé blanc satiné,'}",,,,,,,,,,,,,,,,,,,,Caisson, bois aggloméré,,
3606,4544,4544,9e92c225-4569-4068-b01a-9dc6281a37db,Support range casier horizontal,Support range casier horizontal marque SOPACOM // Laverie vaisselle,correct,warehouse_shelving,C.10.30.06.2,LEVALLOIS-PERRET,2022-12-29,15.0,15.0,0.0,['/upload/material/images/fb8be289-514d-44bf-9bf9-95b83ec8f34d.jpg'],used,0.0,12.0,1.0,1.0,2023-03-26,FR,1.0,87.0,,,,,"{'score': 0.00018121917673852295, 'start': 0, 'end': 46, 'answer': 'Support range casier horizontal marque SOPACOM'}",,,,,,,,,,,,,,,,,,,,,,,
3607,4545,4545,9f8ca75d-2645-441c-9cc3-5d0daad21c90,Lampe de bureau,Lampe de bureau sur pied,damaged,lighting_general_equipment,D.50.20.02.4,CHEVILLY-LARUE,2022-12-16,20.0,20.0,0.0,"['/upload/material/images/af72aa1e-3fe6-45c2-86ce-e5b7f3d2a703.jpeg', '/upload/material/images/44daa26d-03d9-4d1b-ac7e-0e560336dae0.jpeg']",used,0.0,0.75,1.0,1.0,2023-03-26,FR,1.0,100.0,,,,,"{'score': 0.041020140051841736, 'start': 0, 'end': 24, 'answer': 'Lampe de bureau sur pied'}",,,,,,,,,,,,,,,,,,,,Lampe de bureau sur pied,,,
3608,4546,4546,a0026124-3e26-4250-9da5-bf0e06144f5b,Urinoir,Urinoir en céramique ALLIA. Urinoir de marque Allia,correct,urinals,D.20.10.03.1,LEVALLOIS-PERRET,2022-12-29,35.0,35.0,0.0,"['/upload/material/images/f1f0dba7-b0c9-4e65-a4e7-1bfebe4d2a69.jpeg', '/upload/material/images/4adbc7ad-f7fc-4375-9524-5d84a50923a6.jpeg', '/upload/material/images/f64d2124-9bbb-45ce-96e0-236e2c5573f5.jpeg']",used,38.75,19.0,5.0,5.0,2023-04-11,FR,1.0,103.0,,,,,"{'score': 0.0009597850148566067, 'start': 20, 'end': 27, 'answer': ' ALLIA.'}",,,,,,,,,,,,,,,,,,,,, céramique,,
3609,4547,4547,a0042ec9-8620-4717-9f10-1ace2cb4cfe0,Radiateur à eau,Radiateur caché encastré dans support en MDF . Radiateur à eau en Acier finition Autre de marque Honeywell Ne sais pas,correct,electronically_heat,D.30.50.02.2a,LEVALLOIS-PERRET,2022-12-20,38.0,38.0,0.0,"['/upload/material/images/4d1b248b-b509-4285-9913-dbfa825e6df4.jpeg', '/upload/material/images/8acc664f-dee0-43bc-bc25-bd8dc91cac41.jpeg', '/upload/material/images/4cfced34-169e-4755-9af0-b235b4b61437.jpeg', '/upload/material/images/ed18665d-7846-42da-85d2-9ed311317563.jpeg']",used,181.05,31.2,198.0,198.0,2023-04-11,FR,1.0,112.0,,,,,"{'score': 6.908804789418355e-05, 'start': 96, 'end': 106, 'answer': ' Honeywell'}",,,,,,,,,,,,,,,,,,,,,,,
3610,4548,4548,a041bbb2-0171-49e2-8997-b635443400d4,Cloison amovible,Cloison amovible en PVC ( Panneaux sandwich),correct,demountable_partitions,C.10.10.02.1d,LEVALLOIS-PERRET,2022-12-29,75.0,75.0,0.0,"['/upload/material/images/36179e2d-b022-4612-8b0a-7b7d96df15bb.jpeg', '/upload/material/images/19a4d150-6995-4d6a-a7c8-78ba2c3578e5.jpeg']",used,72.92,37.8,55.0,55.0,2023-09-24,FR,2.0,269.0,,,,,"{'score': 0.0003931536339223385, 'start': 25, 'end': 44, 'answer': ' Panneaux sandwich)'}",,,,,,,,,,,,,,,,,,,,, PVC,,
3611,4549,4549,a1721165-36aa-496f-a3fc-31af74b3b9d0,Chaudière à gaz collective,"Chaudière à gaz de marque GUILLOT type Fbg 1160 kW, avec brûleur",correct,hot_water_boiler,D.30.20.01.5b,RUNGIS,2023-01-04,550.0,550.0,0.0,['/upload/material/images/7e73b457-1821-45cf-b594-1ab7e3954e3e.jpeg'],used,0.0,0.0,2.0,2.0,2023-09-24,FR,2.0,263.0,,,,,"{'score': 0.010489372536540031, 'start': 42, 'end': 64, 'answer': ' 1160 kW, avec brûleur'}",,,,,,,,,,,,,,,,,,,,, gaz,," 1160 kW,"
3612,4550,4550,a3215838-17a2-4f7b-94e3-2acc1d788158,Radiateur à eau,"Radiateur Radson à eau en acier. Etat neuf.
22 900H 450L",new,electronically_heat,D.30.50.02.2a,GRIGNY,2023-01-17,48.16,48.16,0.0,['https://diag-it.fr/files/MaterialImage/88078d9a-de56-4358-8d71-764a8ac3bd9f.jpeg'],new,181.05,31.2,1.0,1.0,2023-09-24,FR,2.0,250.0,,, neuf.,,"{'score': 0.0801956057548523, 'start': 37, 'end': 43, 'answer': ' neuf.'}",,,,,,,,,,,,,,,,,,,,, acier.,, 450L
3613,4551,4551,a3b71d1b-6b9a-452a-af78-10aa6271ea70,Porte tierce manuelle,Porte tierce manuelle en Bois reconstitué. Largeur de passage 140cm,correct,simple_solid_doors,C.10.20.01.3e,LEVALLOIS-PERRET,2022-12-29,50.0,50.0,0.0,['/upload/material/images/f1d0d5b3-075c-4bf8-87fc-3c4e66e34406.jpeg'],used,77.45,64.26,7.0,7.0,2023-04-11,FR,1.0,103.0,,,,,"{'score': 0.0027199951000511646, 'start': 0, 'end': 42, 'answer': 'Porte tierce manuelle en Bois reconstitué.'}",,,,,,,,,,,,,,,,,,,,Porte tierce manuelle, Bois reconstitué.,,
3614,4552,4552,a4d73ea8-3bc6-45ba-9ad6-92e672b90cd5,Tableau noir à craie,Grand tableau à craie.,correct,notice_board_chalk_board,C.10.30.03.1,PARIS-13E-ARRONDISSEMENT,2023-01-17,50.0,50.0,0.0,"['/upload/material/images/19f072d6-6e4b-4ca1-9fcc-58c9475ba8b3.jpeg', '/upload/material/images/ed380c6b-e9cf-4994-8b1a-6f3ddf859a47.jpeg', '/upload/material/images/530232ea-744b-401b-bcd4-3a7ec4553503.jpeg']",used,0.0,16.5,18.0,18.0,2023-04-11,FR,1.0,84.0,,,,,"{'score': 0.0002429411979392171, 'start': 0, 'end': 22, 'answer': 'Grand tableau à craie.'}",,,,,,,,,,,,,,,,,,,,Grand tableau à craie.,,,
3615,4553,4553,a50dbb6f-0693-4ea8-9f14-c804d141fbf2,Radiateur à eau,"Radiateur Quinn Quattro à eau en acier. Etat neuf.
33 500H 1000L",new,electronically_heat,D.30.50.02.2a,GRIGNY,2023-01-17,69.41,69.41,0.0,['https://diag-it.fr/files/MaterialImage/b766780d-f4dd-459a-ac31-aff4f53d046e.jpeg'],new,181.05,31.2,1.0,1.0,2023-09-24,FR,2.0,250.0,,, neuf.,,"{'score': 0.04604702442884445, 'start': 44, 'end': 50, 'answer': ' neuf.'}",,,,,,,,,,,,,,,,,,,,, acier.,, 1000L
3616,4554,4554,a5247dff-db11-4412-953e-b1d170171840,Dalles moquette noir,"Moquette dalle / rouleau en Synthétique / Acrylique. Aspect Noir, gris Dalle. Sous-couche bitume",verygood,linoleum_pvc_vinyl,C.30.20.04.3c,LEVALLOIS-PERRET,2023-01-04,7.5,7.5,0.0,['/upload/material/images/9bffb153-4053-4ce7-aec1-fcc8e0819008.png'],used,0.0,0.4,4.0,4.0,2023-09-24,FR,2.0,263.0,,,,,"{'score': 5.015340866521001e-05, 'start': 0, 'end': 8, 'answer': 'Moquette'}",,,,,,,,,,,,,,,,,,,,, Synthétique / Acrylique.,,
3617,4555,4555,a52b7432-426d-4f7e-8afd-a9f15788c49e,Porte simple manuelle,"Porte simple manuelle pour système de cloisonnement amovible en bois reconstitué, décor bois moyen. Imposte en bois, partie latérale en verre transparent, cadre en aluminium thermolaqué blanc, poignée et rosace en acier inoxydable. Verrouillable par clef.",correct,simple_solid_doors,C.10.20.01.1e,RUNGIS,2023-01-04,70.0,70.0,0.0,['/upload/material/images/5727ea4d-e190-4830-8d25-7d2fe14ad621.jpeg'],used,0.0,0.0,5.0,5.0,2023-09-24,FR,2.0,263.0,,,,,"{'score': 2.247396878374275e-06, 'start': 0, 'end': 21, 'answer': 'Porte simple manuelle'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle,,,
3618,4556,4556,a5572560-df0c-4f47-a1e4-d858f106af58,Porte coupe-feu,"Porte coupe feu simple manuelle, poignée antipanique. Largeur de passage 80cm",correct,fire_doors,C.10.20.03,LEVALLOIS-PERRET,2022-12-20,60.0,60.0,0.0,"['/upload/material/images/e14a7c1b-45c4-4f7a-ae23-2e3afaeb3374.jpeg', '/upload/material/images/c69f1666-e8fa-485b-86fe-af0b0713094a.jpeg']",used,146.08,86.94,24.0,24.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 1.7454671251471154e-05, 'start': 0, 'end': 53, 'answer': 'Porte coupe feu simple manuelle, poignée antipanique.'}",,,,,,,,,,,,,,,,,,,,Porte coupe feu,,,
3619,4557,4557,a600c896-cc13-4184-a81c-ecc2762364fe,Gravillon,Gravillon 1 à 2 cm de diamètre,correct,other_layout,G.20.40.99.7,LEVALLOIS-PERRET,2022-12-20,22.0,22.0,0.0,"['/upload/material/images/34261200-e698-4c57-b394-df3856d1dd20.jpeg', '/upload/material/images/1bad4b7d-e18d-4909-8019-89119b0f39d7.jpeg']",used,0.0,1600.0,255.0,255.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 0.002410829532891512, 'start': 0, 'end': 30, 'answer': 'Gravillon 1 à 2 cm de diamètre'}",,,,,,,,,,,,,,,,,,,,Gravillon,Gravillon,,
3620,4558,4558,a64a67c4-9ad3-440e-81d4-2f27a9981907,Cloison amovible,"Cloison amovible vitrée toute hauteur, double vitrage, verre transparent, avec sticker translucide (amovible). Longueur comprise entre 115 et 125cm.",correct,demountable_partitions,C.10.10.02.1f,RUNGIS,2023-01-04,60.0,60.0,0.0,['/upload/material/images/8d75f815-0d6e-42f9-b66d-a137bd2d9b4e.jpeg'],used,222.21,215.76,13.0,13.0,2023-09-24,FR,2.0,263.0,,,,,"{'score': 1.1487481970107183e-06, 'start': 0, 'end': 38, 'answer': 'Cloison amovible vitrée toute hauteur,'}",,,,,,,,,,,,,,,,,,,,,,,
3621,4559,4559,a696b6b6-f3d8-4b55-9346-108ce91b640a,Radiateur à eau,"Radiateur Quinn Quattro à eau en acier. Etat neuf.
11 500H 400L",new,electronically_heat,D.30.50.02.2a,GRIGNY,2023-01-17,20.95,20.95,0.0,['https://diag-it.fr/files/MaterialImage/7ce68bb1-995e-4ce8-8a13-e9ae77218e3a.jpeg'],new,181.05,31.2,1.0,1.0,2023-09-24,FR,2.0,250.0,,, neuf.,,"{'score': 0.04497203230857849, 'start': 44, 'end': 50, 'answer': ' neuf.'}",,,,,,,,,,,,,,,,,,,,, acier.,,
3622,4560,4560,a6d3c0e0-1b25-439d-80c8-8485926a6752,Cloison amovible,Cloison amovible en Verre,correct,demountable_partitions,C.10.10.02.1f,LEVALLOIS-PERRET,2022-12-20,75.0,75.0,0.0,"['/upload/material/images/310f40a6-370c-4e90-ba60-e121703e5e60.jpeg', '/upload/material/images/5e1dc869-e04b-48c6-9b9a-2b311a2953f3.jpeg']",used,249.03,241.8,15.0,15.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 0.13636814057826996, 'start': 0, 'end': 25, 'answer': 'Cloison amovible en Verre'}",,,,,,,,,,,,,,,,,,,,Cloison amovible en Verre, Verre,,
3623,4562,4562,a6eac97e-6d17-4fa4-9549-2f3fa022b9cf,Porte coupe-feu,Porte coupe feu simple manuelle avec hublot. Largeur de passage 100cm,correct,fire_doors,C.10.20.03,LEVALLOIS-PERRET,2022-12-20,60.0,60.0,0.0,['/upload/material/images/5f223039-be6b-4cca-b08e-a573d5dacf67.jpeg'],used,30.6,18.21,24.0,24.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 0.00014339559129439294, 'start': 0, 'end': 44, 'answer': 'Porte coupe feu simple manuelle avec hublot.'}",,,,,,,,,,,,,,,,,,,,Porte coupe feu,,,
3624,4563,4563,a7239b5d-2938-4193-9e39-80c1c6828cca,Garde corps,Garde-corps en acier laqué blanc,correct,railing,B.20.20.06.a,LEVALLOIS-PERRET,2022-12-20,30.0,30.0,0.0,"['/upload/material/images/c9758e41-c1f2-41e4-8bd3-9cb0755ce461.jpeg', '/upload/material/images/e7fa2af4-522c-412f-93f2-6f362e284c7f.jpeg', '/upload/material/images/5f81cbcd-d8a4-4397-a777-b40dde03c45d.jpeg']",used,90.75,15.0,75.0,75.0,2023-09-24,FR,2.0,278.0,,,,,"{'score': 0.014141564257442951, 'start': 0, 'end': 32, 'answer': 'Garde-corps en acier laqué blanc'}",,,,,,,,,,,,,,,,,,,,Garde-corps en acier laqué blanc,,,
3625,4564,4564,a72d19f0-691f-4922-88c9-cbcd85c5943d,Perforé  type lame  type maille,Marque Soundlex. Perforé / type lame / type maille en Acier,correct,gypsum_wallboard_ceiling_finishes,C.30.30.01.1a,LEVALLOIS-PERRET,2022-12-29,12.33,12.33,0.0,"['/upload/material/images/e4b5524f-9b8f-4df1-9926-94e5cf1f4b3e.jpeg', '/upload/material/images/08bbaa3a-ac82-4455-89f4-9be0a6a1fa8d.jpeg', '/upload/material/images/1a9311d5-ae07-42a6-90c4-d04bb63ed3f0.jpeg', '/upload/material/images/b3f10da6-dd76-40eb-b11f-5c4237c3f1a2.jpeg']",used,44.4,3.5,585.0,585.0,2023-09-24,FR,2.0,269.0,,,,,"{'score': 3.7991615045029903e-06, 'start': 6, 'end': 16, 'answer': ' Soundlex.'}",,,,,,,,,,,,,,,,,,,,,,,
3626,4565,4565,a7380619-8597-4bae-a8ad-6e906065d7b2,Table,Table en Pierre,verygood,exterior_furnishings,G.20.40.03.3c,CHEVILLY-LARUE,2022-12-16,60.0,60.0,0.0,"['/upload/material/images/c72d67a7-4a32-479f-988c-98d5b58382f5.jpeg', '/upload/material/images/ccf849a2-2c86-461e-8521-2dc4366fd584.jpeg', '/upload/material/images/2dfccbcb-1b79-4fa6-8d63-251f57d807de.jpeg']",used,0.0,600.0,6.0,6.0,2023-03-26,FR,1.0,100.0,,,,,"{'score': 0.3754477798938751, 'start': 0, 'end': 15, 'answer': 'Table en Pierre'}",,,,,,,,,,,,,,,,,,,,Table en Pierre,,,
3627,4567,4567,a7992036-a15b-4135-bebc-8220cf11b585,Chaise,Chaise pliable noire . Chaise en Acier,verygood,seated,E.20.20.06.4a,CHEVILLY-LARUE,2022-12-16,5.0,5.0,0.0,['/upload/material/images/d6ba28ed-3134-417c-a84a-a28be15da50b.jpeg'],used,0.0,4.25,25.0,25.0,2023-03-26,FR,1.0,100.0,,,,,"{'score': 0.06417573988437653, 'start': 14, 'end': 20, 'answer': ' noire'}",,,,,,,,,,,,,,,,,,,,Chaise pliable noire,,,
3628,4568,4568,a79edca6-ded7-4462-bade-2823e384c0b2,Radiateur à eau,"Radiateur Finimetal à eau en acier. Etat neuf.
11 600H 900L",new,electronically_heat,D.30.50.02.2a,GRIGNY,2023-01-17,37.6,37.6,0.0,['https://diag-it.fr/files/MaterialImage/a10fb8b2-e7ad-4675-add5-1e5445248de7.jpeg'],new,181.05,31.2,2.0,2.0,2023-09-24,FR,2.0,250.0,,, neuf.,,"{'score': 0.07789346575737, 'start': 40, 'end': 46, 'answer': ' neuf.'}",,,,,,,,,,,,,,,,,,,,, acier.,"
11 600H 900L","
11 600H 900L"
3629,4569,4569,a7a7b315-2c5c-4e88-bdee-e749bcd45f8f,Baie fixe,Compter sur plans. Baie fixe en Verre,correct,windows,B.20.20.01.2a,LEVALLOIS-PERRET,2022-12-21,140.0,140.0,0.0,"['/upload/material/images/54555d18-ed18-4ce8-b73a-514358075523.jpeg', '/upload/material/images/3e0764eb-e5a4-4504-8893-c1dbde5f5dbf.jpeg']",used,80.75,92.4,146.0,146.0,2023-04-11,FR,1.0,111.0,,,,,"{'score': 0.00018369496683590114, 'start': 18, 'end': 37, 'answer': ' Baie fixe en Verre'}",,,,,,,,,,,,,,,,,,,,, Baie fixe en Verre,,
