,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Dørkarm,Quantity,LastPrice,Saved,LastUpOn,Hængning,Bredde m/karm,Bredde m/karm_unit,Højde m/karm,Højde m/karm_unit,Karmtykkelse,Karmtykkelse_unit,FirstPrice,PriceChange,Description,Skinne,Gammelt glas,Med hjørnebånd,Glas,Defekte glas,Materiale,Monteret før,Produktionsår,Produktionsår_unit,Til indmuring,Overfalset,Med vinkelhængsler,Koblet,Med udskyderstang,Længde,Længde_unit,Dybde,Dybde_unit,Konvektorer,Konvektorer_unit,Ophængsbeslag,Med termostat,Trykprøvet,Store,Country,Language,Bundstykke,Fyldningstype,Fyldningstype_unit,Fast ramme,Alu på træ,Title_en
2076,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/81777/lk-indmuringsdaase-1-modul,LK Indmuringsdåse 1 modul,81777,[],,,,,,,,4 stk,24.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Wall box 1 module
2077,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/81778/lk-indmuringsdaase-25-modul,"LK Indmuringsdåse 2,5 modul",81778,[],,,,,,,,5 stk,30.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Wall box 2.5 module
2078,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/81779/lk-nes-indmuringsdaase-1-modul,LK NES Indmuringsdåse 1 modul,81779,[],,,,,,,,2 stk,24.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK NES Wall box 1 module
2079,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/81784/indmuringsdaase-1-modul,Indmuringsdåse(?) 1 modul,81784,[],,,,,,,,4 stk,10.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Wall box(?) 1 module
2080,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/68849/bagstykke-til-nes-afbryder-fra-1925,Bagstykke til NES afbryder fra 1925,68849,[],,,,,,,,1 stk,110.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Back piece for NES switch from 1925
2081,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/81518/pl-loftsdaase-55-mm-dyb,PL Loftsdåse 55 mm dyb,81518,[],,,,,,,,20 stk,30.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,PL Ceiling box 55 mm deep
2082,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/36025/underlag-til-columbus-tryk,Underlag til Columbus tryk,36025,[],,,,,,,,32 stk,35.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Substrate for Columbus print
2083,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/80828/nes-korrespondance-afbr-paa-jernplade,NES korrespondance afbr. på jernplade,80828,[],,,,,,,,1 stk,150.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,NES correspondence abr. on iron plate
2084,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/80758/lk-krone-afbryder-ny,LK Krone afbryder - NY!!,80758,[],,,,,,,,1 stk,300.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Krone circuit breaker - NEW!!
2085,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/80756/lk-korrespondance-afbryder-ny,LK Korrespondance afbryder - NY!!,80756,[],,,,,,,,1 stk,300.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Correspondence interrupts - NEW!!
2086,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/80753/lk-1-pol-afbryder-ny,LK 1-pol afbryder - NY!!,80753,[],,,,,,,,1 stk,260.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK 1-pole switch - NEW!!
2087,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/80747/lk-stikdaase-ujord-sort,LK Stikdåse u/jord (sort),80747,[],,,,,,,,1 stk,220.0,2023-04-09,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Socket without earth (black)
2088,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/80746/lk-stikdaase-ujord-brun,LK Stikdåse u/jord (brun),80746,[],,,,,,,,1 stk,220.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Socket without earth (brown)
2089,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/71337/lk-stikdaase-ujord-brun,LK Stikdåse u/jord (brun),71337,[],,,,,,,,1 stk,220.0,2023-04-21,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Socket without earth (brown)
2090,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/38131/stikdaase-mjord-sort,Stikdåse m/jord (sort),38131,[],,,,,,,,1 stk,220.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Socket w/ground (black)
2091,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/79362/lk-afbryder-med-glimlampe-brun,LK Afbryder med glimlampe (brun),79362,[],,,,,,,,1 stk,300.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Switch with glow lamp (brown)
2092,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/36210/underlag-25-modul-til-mini-og-plantangent-graa,"Underlag 2,5 modul til mini-og plantangent, grå",36210,[],,,,,,,,19 stk,50.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Substrate 2.5 module for mini and plant tangent, grey"
2093,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/36207/underlag-1-modul-til-mini-og-plantangent-graa,"Underlag 1 modul til mini-og plantangent, grå",36207,[],,,,,,,,5 stk,25.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Underlay 1 module for mini and plant tangent, grey"
2094,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/18842/lk-kroneafbryder,LK Kroneafbryder,18842,[],,,,,,,,1 stk,270.0,2023-04-22,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Crown switch
2095,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/75595/lk-vaegdaase-pv-58-ny,LK Vægdåse PV 5/8 - NY!!,75595,[],,,,,,,,6 stk,25.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Wall box PV 5/8 - NEW!!
2096,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/diverse-elartikler/66537/lk-400v-indmuringsdaase-ikke-komplet,LK 400V Indmuringsdåse (ikke komplet),66537,[],,,,,,,,1 stk,60.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK 400V Wall box (not complete)
2097,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/75408/lk-krydsnings-afbryder,LK Krydsnings afbryder,75408,[],,,,,,,,1 stk,270.0,2023-05-01,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Crossing switch
2098,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/75404/lk-afbryder-1-pol-sort,LK Afbryder 1-pol (sort),75404,[],,,,,,,,1 stk,210.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Switch 1-pole (black)
2099,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/32892/lk-afbryder-med-aflastningsudloeb-brun,LK Afbryder med aflastningsudløb (brun),32892,[],,,,,,,,12 stk,240.0,2023-03-02,2023-10-02,,,,,,,,320.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Circuit breaker with relief outlet (brown)
2100,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/70965/daeksel-til-columbus-tryk,Dæksel til Columbus tryk,70965,[],,,,,,,,19 stk,40.0,2023-03-03,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Cover for Columbus print
2101,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/69761/stikkontakt-ujord,Stikkontakt u/jord,69761,[],,,,,,,,1 stk,220.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Socket without earth
2102,Lamps and Lighting,El-artikler,Diverse afbrydere,/lamper-og-brugte-elartikler/brugte-el-artikler/aeldre-serier/diverse-afbrydere/68430/drejeafbryder-omskifter,Drejeafbryder - omskifter,68430,[],,,,,,,,1 stk,490.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Rotary switch - switch
2103,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/81818/tridonic-forkobling-til-belysning,Tridonic forkobling til belysning,81818,[],,,,,,,,7 stk,100.0,2023-05-03,2023-10-02,,,,,,,,130.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Tridonic ballast for lighting
2104,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/77186/celsa-stroemtransformer-1255a,CELSA Strømtransformer 125/5A,77186,[],,,,,,,,2 stk,75.0,2023-04-16,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,CELSA Current transformer 125/5A
2105,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/59033/mascot-transformer-23012v,Mascot transformer 230/12V,59033,[],,,,,,,,2 stk,35.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Mascot transformer 230/12V
2106,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/78403/eaton-troemtransformer-hf3b,EATON trømtransformer HF3B,78403,[],,,,,,,,3 stk,95.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,EATON trømtransformer HF3B
2107,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/58560/ac-stroemomformer-at-20-b10,AC Strømomformer AT 20 B10,58560,[],,,,,,,,76 stk,75.0,2023-03-02,2023-10-02,,,,,,,,150.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,AC Strømomformer AT 20 B10
2108,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/77349/tridonic-spole-pc-pro,Tridonic Spole PC PRO,77349,[],,,,,,,,1 stk,155.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Tridonic Spole PC PRO
2109,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/77094/star-transformer-25012vdc,STAR transformer 250/12VDC,77094,[],,,,,,,,1 stk,40.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,STAR transformer 250/12VDC
2110,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/77097/transformer-2209vdc,Transformer 220/9VDC,77097,[],,,,,,,,1 stk,40.0,2023-05-01,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Transformer 220/9VDC
2111,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/77101/hp-transformer-2401632vdc,HP Transformer 240/16(32)VDC,77101,[],,,,,,,,1 stk,40.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,HP Transformer 240/16(32)VDC
2112,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/71407/noratel-skilletransformer,Noratel skilletransformer,71407,[],,,,,,,,2 stk,75.0,2023-03-14,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Noratel isolating transformer
2113,Lamps and Lighting,El-artikler,Transformatorer,/lamper-og-brugte-elartikler/brugte-el-artikler/transformatorer/62112/digital-ballast,Digital ballast,62112,[],,,,,,,,1 stk,140.0,2023-05-05,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Digital ballast
2114,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/254464/ssr-relae-220,SSR Relæ 220,254464,[],,,,,,,,3 stk,45.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,SSR Relay 220
2115,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/254277/metasys-xt9100-ny,METASYS XT9100 - NY!!,254277,[],,,,,,,,1 stk,265.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,METASYS XT9100 - NEW!!
2116,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253858/stahl-safety-barrier,STAHL Safety Barrier,253858,[],,,,,,,,4 stk,230.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,STAHL Safety Barrier
2117,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253859/stahl-safety-barrier,STAHL Safety Barrier,253859,[],,,,,,,,1 stk,285.0,2023-04-09,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,STAHL Safety Barrier
2118,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253355/schuba-afbryder-250v-16a,Schuba afbryder 250V 16A,253355,[],,,,,,,,1 stk,35.0,2023-04-14,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Schuba circuit breaker 250V 16A
2119,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253166/stigeledningsklemme-1x352x16-ny,Stigeledningsklemme 1X35+2X16 - NY!!,253166,[],,,,,,,,1 stk,125.0,2023-05-01,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Stigeledningsklemme 1X35+2X16 - NEW!!
2120,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253109/lk-hjaelpekontakt-slutte-ny,"LK hjælpekontakt, slutte - NY!!",253109,[],,,,,,,,15 stk,25.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"LK auxiliary contact, close - NEW!!"
2121,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253107/lk-hjaelpekontakt-bryde-ny,"LK hjælpekontakt, bryde - NY!!",253107,[],,,,,,,,3 stk,25.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"LK auxiliary switch, break - NEW!!"
2122,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253106/lk-kontaktor-4-pol-ny,LK Kontaktor 4-pol - NY!!,253106,[],,,,,,,,1 stk,120.0,2023-03-29,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Contactor 4-pole - NY!!
2123,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253103/lk-termisk-relae-t25-17-24a-ny,"LK Termisk relæ T25 / 1,7-2,4A - NY!!",253103,[],,,,,,,,1 stk,125.0,2023-03-06,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Thermal relay T25 / 1.7-2.4A - NEW!!
2124,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253082/hager-led-indikator-groen-1248v-acdc-ny,HAGER LED indikator (grøn) 12/48V AC+DC - NY!!,253082,[],,,,,,,,3 stk,100.0,2023-03-25,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,HAGER LED indicator (green) 12/48V AC+DC - NEW!!
2125,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/253081/telemecanique-relae-1-pol-240v20a-2no,Telemecanique relæ 1-pol 240V/20A 2NO,253081,[],,,,,,,,2 stk,65.0,2023-03-02,2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Telemecanique relæ 1-pol 240V/20A 2NO
2126,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/252967/lk-netlon-ihc-relay-box-8,LK Netlon IHC Relay Box (8),252967,[],,,,,,,,2 stk,235.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,LK Netlon IHC Relay Box (8)
2127,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/252877/maalerklemraekke-gl-type,"Målerklemrække, gl. type",252877,[],,,,,,,,1 stk,50.0,2023-03-15,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Meter terminal block, gl. type"
2128,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/252876/maalerklemraekke-gl-type,"Målerklemrække, gl. type",252876,[],,,,,,,,1 stk,75.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Meter terminal block, gl. type"
2129,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/252873/maalerklemraekke-gl-type,"Målerklemrække, gl. type",252873,[],,,,,,,,2 stk,200.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Meter terminal block, gl. type"
2130,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/252868/maalerklemraekke-gl-type,"Målerklemrække, gl. type",252868,[],,,,,,,,1 stk,250.0,2023-03-29,2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Meter terminal block, gl. type"
2131,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/252867/maalerklemraekke-gl-type,"Målerklemrække, gl. type",252867,[],,,,,,,,3 stk,250.0,2023-03-03,2023-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Meter terminal block, gl. type"
2132,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/85181/opto-electric-amplifier,Opto-electric amplifier,85181,[],,,,,,,,1 stk,75.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Opto-electric amplifier
2133,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/85183/electromatic-relae-24vac,Electromatic relæ 24VAC,85183,[],,,,,,,,1 stk,45.0,2023-03-13,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Electromatic relæ 24VAC
2134,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/85184/carlo-gavazzi-relae-230vac,Carlo Gavazzi relæ 230VAC,85184,[],,,,,,,,1 stk,45.0,2023-03-25,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Carlo Gavazzi relay 230VAC
2135,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/59640/schrack-relae-24vac,Schrack Relæ 24VAC,59640,[],,,,,,,,1 stk,50.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Schrack Relay 24VAC
2136,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/85176/disibeint-tiner-220-vac-ny,DISIBEINT tiner 220 VAC - NY!!,85176,[],,,,,,,,1 stk,150.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,DISIBEINT tiner 220 VAC - NY!!
2137,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/85167/electromatic-interval-timer-24-vac,Electromatic Interval Timer 24 VAC,85167,[],,,,,,,,1 stk,75.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Electromatic Interval Timer 24 VAC
2138,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/85151/telco-timer-230v,TELCO timer 230V,85151,[],,,,,,,,1 stk,95.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,TELCO timer 230V
2139,Lamps and Lighting,El-artikler,Div. relæ og -tavlemateriel,/lamper-og-brugte-elartikler/brugte-el-artikler/tavlemateriel/div-relae-og-tavlemateriel/84585/idec-relae-220vac-2x-ncno,IDEC relæ 220VAC 2x NC/NO,84585,[],,,,,,,,1 stk,40.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,IDEC relay 220VAC 2x NC/NO
